mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret,source_file,placement
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,10,2342.0,97.0,2336.0,94.0,2335.0,1.0,1.0,2277.0,59.0,0.0,7.0,75.0,2178.0,33.0,2294.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,11,2348.0,98.0,2341.0,95.0,2339.0,2.0,1.0,2277.0,64.0,0.0,8.0,75.0,2184.0,33.0,2300.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,12,2337.0,71.0,2333.0,69.0,2246.0,87.0,8543.0,2277.0,56.0,0.0,8.0,76.0,2207.0,33.0,2324.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,13,2329.0,89.0,2326.0,87.0,2243.0,83.0,11746.0,2277.0,49.0,0.0,7.0,75.0,2200.0,33.0,2316.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,14,2337.0,96.0,2334.0,94.0,2244.0,90.0,12780.0,2277.0,57.0,0.0,8.0,76.0,2207.0,34.0,2325.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,15,2341.0,96.0,2335.0,92.0,2334.0,1.0,1.0,2277.0,58.0,0.0,7.0,76.0,2181.0,33.0,2297.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,16,2340.0,96.0,2334.0,93.0,2332.0,2.0,1.0,2277.0,57.0,0.0,7.0,75.0,2178.0,33.0,2294.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,17,2342.0,96.0,2337.0,93.0,2335.0,2.0,1.0,2277.0,60.0,0.0,7.0,75.0,2191.0,33.0,2307.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,18,2337.0,95.0,2333.0,93.0,2246.0,87.0,12236.0,2277.0,56.0,0.0,8.0,75.0,2207.0,33.0,2323.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,32,4096,12,2,128,measure,19,2337.0,96.0,2334.0,94.0,2244.0,90.0,12825.0,2277.0,57.0,0.0,8.0,76.0,2208.0,34.0,2326.0,23e201cc6e23589a,0,baseline-high-capacity-cpu6-predictive-q32.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,0,1171.0,89.0,1168.0,87.0,1085.0,83.0,11728.0,1114.0,54.0,1.0,8.0,69.0,1077.0,5.0,1159.0,c50c94b789741948,0,baseline-high-capacity-cpu6-predictive-q4.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,1,1157.0,75.0,1154.0,73.0,1086.0,68.0,9661.0,1114.0,40.0,1.0,8.0,69.0,1063.0,5.0,1145.0,c50c94b789741948,0,baseline-high-capacity-cpu6-predictive-q4.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,2,1171.0,88.0,1168.0,86.0,1087.0,81.0,11674.0,1114.0,54.0,1.0,8.0,69.0,1078.0,5.0,1160.0,c50c94b789741948,0,baseline-high-capacity-cpu6-predictive-q4.csv,high-capacity-cpu6
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,3,1169.0,86.0,1166.0,84.0,1087.0,79.0,11265.0,1114.0,52.0,1.0,8.0,68.0,1076.0,5.0,1158.0,c50c94b789741948,0,baseline-high-capacity-cpu6-predictive-q4.csv,high-capacity-cpu6
